port_agency_cd,port_agency_nm,entry_year,entry_count,callsgn,vessel_name,nationality_cd,nationality_nm,ship_kind_cd,ship_kind_nm,entry_purpose_cd,entry_purpose_nm,origin_port_cd,origin_port_nm,prev_port_cd,prev_port_nm,next_port_cd,next_port_nm,dest_port_cd,dest_port_nm,source_system,source_table,collected_at_utc,quality_flag,is_synthetic,ship_kind_category,is_liquid_cargo_vessel,is_domestic_voyage,port_agency_label
820,울산,2026,19,D7BC,홍콩 보이저,KR,대한민국,41,풀컨테이너선,01,양적하,KRPUS,부산,KRPUS,부산,KRKAN,광양,CNNGB,NINGBO,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타/불명,False,True,울산항
820,울산,2026,1,V3NY6,QI SHAN,BZ,벨리즈,39,일반화물선,02,양하,CNWFG,WEIFANG,CNWFG,WEIFANG,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타/불명,False,False,울산항
820,울산,2026,9,161047,포세이돈,KR,대한민국,39,일반화물선,03,적하,KRSCP,삼천포,KRSCP,삼천포,KRCHA,제주,KRCHA,제주,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타/불명,False,True,울산항
820,울산,2026,3,V7VF8,STI ESLES II,MH,마샬 제도,52,석유제품 운반선,03,적하,KRYOS,여수,KRYOS,여수,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,1,3FIR7,DONG-A METIS,PA,파나마,27,자동차운반선,03,적하,USSAN,SAN DIEGO,USSAN,SAN DIEGO,KRPUS,부산,KRPUS,부산,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타/불명,False,False,울산항
820,울산,2026,1,D7BG,글로비스 서밋,KR,대한민국,27,자동차운반선,03,적하,KRMAS,마산,KRMAS,마산,KRKAN,광양,UYMVD,MONTEVIDEO,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타/불명,False,True,울산항
820,울산,2026,35,130064,에이원,KR,대한민국,52,석유제품 운반선,02,양하,KRPUS,부산,KRPUS,부산,KRPUS,부산,KRPUS,부산,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,49,210043,에이치와이 부산,KR,대한민국,52,석유제품 운반선,03,적하,KRKAN,광양,KRKAN,광양,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,22,190025,케이 가스,KR,대한민국,55,LPG 운반선,01,양적하,KRTSN,대산,KRTSN,대산,KRTSN,대산,KRTSN,대산,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,LPG선,True,True,울산항
820,울산,2026,21,160064,제1은희호,KR,대한민국,59,기타 유조선,03,적하,KRPUS,부산,KRPUS,부산,KRYOC,여천항,KRYOC,여천항,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타화물선,False,True,울산항
820,울산,2026,20,D7XP,WECAN,KR,대한민국,41,풀컨테이너선,01,양적하,CNNBO,NINGBO,JPOIT,OITA,KRPUS,부산,KRPUS,부산,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타/불명,False,False,울산항
820,울산,2026,2,V7A4360,FRONTIER MARINER,MH,마샬 제도,52,석유제품 운반선,03,적하,KRYOS,여수,KRYOS,여수,PGZZZ,PAPUA NEW GUINEA /OT,PGZZZ,PAPUA NEW GUINEA /OT,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,30,210041,한유울산,KR,대한민국,52,석유제품 운반선,03,적하,KRCHA,제주,KRCHA,제주,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,64,200009,송양1호,KR,대한민국,52,석유제품 운반선,03,적하,KRCHA,제주,KRCHA,제주,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,19,DSQT6,가스브로드웨이,KR,대한민국,55,LPG 운반선,03,적하,KRYOC,여천항,KRYOC,여천항,JPTKY,TOKUYAMA,JPTKY,TOKUYAMA,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,LPG선,True,True,울산항
820,울산,2026,3,V7A5459,HANSA SEALIFTER,MH,마샬 제도,52,석유제품 운반선,03,적하,CNZOS,ZHOUSHAN,CNZOS,ZHOUSHAN,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,False,울산항
820,울산,2026,42,176801,아람,KR,대한민국,52,석유제품 운반선,03,적하,KRYOS,여수,KRPUS,부산,KRTGH,동해,KRTGH,동해,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,16,D7VA,거영블루5,KR,대한민국,52,석유제품 운반선,03,적하,JPYOK,YOKOHAMA,JPYOK,YOKOHAMA,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,False,울산항
820,울산,2026,5,3EPM8,PRINCESS TOPAZ,PA,파나마,52,석유제품 운반선,02,양하,CNZJG,ZHANGJIAGANG,CNZJG,ZHANGJIAGANG,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,False,울산항
820,울산,2026,6,BPPV2,XUAN JING,CN,중국,53,케미칼 운반선,02,양하,KRYOS,여수,KRYOS,여수,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,목재선,False,True,울산항
820,울산,2026,6,D7IL,싸왓디 발틱,KR,대한민국,41,풀컨테이너선,01,양적하,KRPUS,부산,KRPUS,부산,HKHKG,HONG KONG,TWKEL,KEELUNG (CHILUNG),PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타/불명,False,True,울산항
820,울산,2026,3,9V8080,WAN HAI 308,SG,싱가포르,41,풀컨테이너선,01,양적하,KRPUS,부산,KRPUS,부산,TWTPE,TAIPEI,TWTPE,TAIPEI,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타/불명,False,True,울산항
820,울산,2026,6,212803,다인3호,KR,대한민국,52,석유제품 운반선,03,적하,KRPUS,부산,KRPUS,부산,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,44,162805,유한1호,KR,대한민국,59,기타 유조선,02,양하,KRPUS,부산,KRPUS,부산,KRPUS,부산,KRPUS,부산,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타화물선,False,True,울산항
820,울산,2026,30,130047,명진호,KR,대한민국,93,급유선,03,적하,KRPUS,부산,KRPUS,부산,KRPUS,부산,KRPUS,부산,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,부선,False,True,울산항
820,울산,2026,22,DSRI7,팬콘 석세스호,KR,대한민국,41,풀컨테이너선,01,양적하,JPTYO,TOKYO,JPTYO,TOKYO,KRPUS,부산,KRPUS,부산,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타/불명,False,False,울산항
820,울산,2026,41,160063,스카이케미,KR,대한민국,52,석유제품 운반선,03,적하,KRPUS,부산,KRPUS,부산,KRSHG,포항신항,KRSHG,포항신항,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,13,151058,미라클 알파,KR,대한민국,53,케미칼 운반선,01,양적하,KRYOS,여수,KRYOS,여수,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,목재선,False,True,울산항
820,울산,2026,53,130029,유성호,KR,대한민국,52,석유제품 운반선,03,적하,KRMAS,마산,KRMAS,마산,KRPUS,부산,KRPUS,부산,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,17,021568,101효동케미호,KR,대한민국,52,석유제품 운반선,02,양하,KRYOS,여수,KRYOS,여수,KRYOS,여수,KRYOS,여수,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,23,DSMS2,우춘호,KR,대한민국,52,석유제품 운반선,02,양하,KRYOS,여수,KRYOS,여수,KRYOS,여수,KRYOS,여수,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,43,206808,한남,KR,대한민국,52,석유제품 운반선,03,적하,KRPUS,부산,KRSHG,포항신항,KRPUS,부산,KRPUS,부산,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,10,DSQP2,HANYU EMPIRE,KR,대한민국,52,석유제품 운반선,03,적하,CNLSN,LANSHAN PT,CNLSN,LANSHAN PT,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,False,울산항
820,울산,2026,29,236808,한동27호,KR,대한민국,52,석유제품 운반선,03,적하,KRKAN,광양,KRKAN,광양,KRPUS,부산,KRPUS,부산,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,2,D8VO,WOOJIN KELLY,KR,대한민국,52,석유제품 운반선,02,양하,KRTSN,대산,KRTSN,대산,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,12,V7IQ4,STARSHIP TAURUS,MH,마샬 제도,41,풀컨테이너선,01,양적하,VNHPH,HAIPHONG,KRPUS,부산,VNHPH,HAIPHONG,CNSHK,SHEKOU PT,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타/불명,False,False,울산항
820,울산,2026,10,D7DL,우황,KR,대한민국,52,석유제품 운반선,01,양적하,CNQDG,QINGDAO PT,CNQDG,QINGDAO PT,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,False,울산항
820,울산,2026,56,224816,루비오션호,KR,대한민국,52,석유제품 운반선,03,적하,KRPUS,부산,KRPUS,부산,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,48,131062,그린오션호,KR,대한민국,52,석유제품 운반선,03,적하,KRYOS,여수,KRYOS,여수,KRKAN,광양,KRKAN,광양,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,21,130010,32대영호,KR,대한민국,93,급유선,03,적하,KRPUS,부산,KRPUS,부산,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,부선,False,True,울산항
820,울산,2026,46,230007,카리스(CHARIS),KR,대한민국,52,석유제품 운반선,03,적하,KRMAS,마산,KRMAS,마산,KRPUS,부산,KRPUS,부산,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,32,200035,우원호,KR,대한민국,52,석유제품 운반선,03,적하,KRPUS,부산,KRPUS,부산,KRPUS,부산,KRPUS,부산,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,37,230014,23부광호,KR,대한민국,59,기타 유조선,03,적하,KRPUS,부산,KRPUS,부산,KRPUS,부산,KRPUS,부산,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타화물선,False,True,울산항
820,울산,2026,58,190008,부광호,KR,대한민국,52,석유제품 운반선,03,적하,KRYOC,여천항,KRYOC,여천항,KRYOS,여수,KRYOS,여수,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,40,224805,다온,KR,대한민국,52,석유제품 운반선,03,적하,KRPUS,부산,KRPUS,부산,KRPUS,부산,KRPUS,부산,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,30,3FBF6,ANGEL BLUE,PA,파나마,52,석유제품 운반선,03,적하,JPHKT,HAKATA/FUKUOKA,JPHKT,HAKATA/FUKUOKA,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,False,울산항
820,울산,2026,16,161063,우현,KR,대한민국,52,석유제품 운반선,03,적하,KRINC,인천,KRINC,인천,KRKUV,군산,KRKUV,군산,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,1,V3UW2,REN HE,BZ,벨리즈,39,일반화물선,03,적하,KRKUV,군산,KRKUV,군산,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타/불명,False,True,울산항
820,울산,2026,2,C6TD3,RCC AFRICA,BS,바하마,27,자동차운반선,03,적하,KRMOK,목포,KRMOK,목포,CAHAL,HALIFAX,MXATM,ALTAMIRA,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타/불명,False,True,울산항
820,울산,2026,6,BPXS7,DU JUAN,CN,중국,53,케미칼 운반선,02,양하,CNMMI,MAOMING,CNMMI,MAOMING,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,목재선,False,False,울산항
820,울산,2026,68,220023,창용1호,KR,대한민국,52,석유제품 운반선,03,적하,KRPUS,부산,KRKAN,광양,KRPUS,부산,KRPUS,부산,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,53,192827,우성,KR,대한민국,52,석유제품 운반선,03,적하,KRTGH,동해,KRTGH,동해,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,8,240030,스프링 알파,KR,대한민국,53,케미칼 운반선,02,양하,KRYOS,여수,KRYOS,여수,KRYOS,여수,KRYOS,여수,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,목재선,False,True,울산항
820,울산,2026,5,V7A6629,LUCKY FEB,MH,마샬 제도,51,원유운반선,03,적하,KRTSN,대산,KRTSN,대산,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,일반화물선,False,True,울산항
820,울산,2026,1,KSIJ,STENA IMPECCABLE,US,미국,52,석유제품 운반선,09,선용품적재,SGSIN,SINGAPORE,SGSIN,SINGAPORE,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,False,울산항
820,울산,2026,7,D7XH,스타 익스프레스,KR,대한민국,41,풀컨테이너선,03,적하,KRUSN,울산,KRPUS,부산,KRKAN,광양,CNDAL,DALIAN,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타/불명,False,True,울산항
820,울산,2026,2,V7A4132,PRIME FORTUNE,MH,마샬 제도,52,석유제품 운반선,02,양하,CNNSA,NANSHA PT,CNNSA,NANSHA PT,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,False,울산항
820,울산,2026,6,3FQP5,BUENA ESPERANZA,PA,파나마,55,LPG 운반선,02,양하,CNPJI,PANJIN,CNPJI,PANJIN,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,LPG선,True,False,울산항
820,울산,2026,19,D7BV,하나 파이오니어,KR,대한민국,53,케미칼 운반선,03,적하,JPUBJ,UBE,JPUBJ,UBE,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,목재선,False,False,울산항
820,울산,2026,2,3E7662,ARTEMIDA,PA,파나마,52,석유제품 운반선,02,양하,RUVYP,VOSTOCHNYY PORT,RUVYP,VOSTOCHNYY PORT,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,False,울산항
820,울산,2026,1,C6BO7,HELIOS RAY,BS,바하마,27,자동차운반선,03,적하,KRMAS,마산,KRMAS,마산,KRMAS,마산,USNTD,PORT HUENEME,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타/불명,False,True,울산항
820,울산,2026,2,D7DI,거제 이션,KR,대한민국,52,석유제품 운반선,03,적하,KRZZZ,기타항,KRZZZ,기타항,KRYOS,여수,KRYOS,여수,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,20,134806,지 위즈덤,KR,대한민국,55,LPG 운반선,03,적하,KRCHA,제주,KRCHA,제주,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,LPG선,True,True,울산항
820,울산,2026,13,D7RJ,거영스타3,KR,대한민국,53,케미칼 운반선,03,적하,JPTGO,TAGONOURA,JPTGO,TAGONOURA,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,목재선,False,False,울산항
820,울산,2026,16,D7WH,우리 하나,KR,대한민국,52,석유제품 운반선,03,적하,JPIHA,NIIHAMA,JPIHA,NIIHAMA,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,False,울산항
820,울산,2026,1,T7DH2,WELLSEA MEIHANG,SM,산 마리노,53,케미칼 운반선,03,적하,CNTZO,TAIZHOU,CNTZO,TAIZHOU,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,목재선,False,False,울산항
820,울산,2026,7,BPKY8,ZI DING XIANG,CN,중국,52,석유제품 운반선,03,적하,CNNGB,NINGBO,CNNGB,NINGBO,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,False,울산항
820,울산,2026,1,VRQM4,NEW VICTORY,HK,홍콩,51,원유운반선,02,양하,USGLS,GALVESTON,USGLS,GALVESTON,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,일반화물선,False,False,울산항
820,울산,2026,6,3E2049,EVER CONNECT,PA,파나마,41,풀컨테이너선,01,양적하,JPHKT,HAKATA/FUKUOKA,JPHKT,HAKATA/FUKUOKA,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타/불명,False,False,울산항
820,울산,2026,4,HZCR,KAHLA,SA,사우디아라비아,51,원유운반선,02,양하,SAYNB,YANBU COMMERCIAL CITY,SGSIN,SINGAPORE,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,일반화물선,False,False,울산항
820,울산,2026,12,D7CV,로얄삼부,KR,대한민국,52,석유제품 운반선,02,양하,TWMLI,MAI-LIAO,TWMLI,MAI-LIAO,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,False,울산항
820,울산,2026,22,120059,부양에이스,KR,대한민국,52,석유제품 운반선,03,적하,KRMAS,마산,KRMAS,마산,KRMUK,묵호,KRMUK,묵호,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,36,130064,에이원,KR,대한민국,52,석유제품 운반선,03,적하,KRPUS,부산,KRPUS,부산,KRPUS,부산,KRPUS,부산,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,2,ZCGE5,STOLT PERSEVERANCE,KY,케이맨 제도,52,석유제품 운반선,02,양하,JPUKB,KOBE,JPUKB,KOBE,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,False,울산항
820,울산,2026,1,A8YU4,NAVE POLARIS,LR,라이베리아,52,석유제품 운반선,03,적하,CNNBG,NINGBO PT,CNNBG,NINGBO PT,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,False,울산항
820,울산,2026,2,DSRB4,에스제이아너호,KR,대한민국,39,일반화물선,02,양하,KRPUS,부산,KRPUS,부산,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타/불명,False,True,울산항
820,울산,2026,29,170035,두라썬,KR,대한민국,52,석유제품 운반선,03,적하,KRONS,온산,KRKUV,군산,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,1,V7GX8,HAFNIA ADAMITE,MH,마샬 제도,52,석유제품 운반선,02,양하,PACTB,CRISTOBAL,PACTB,CRISTOBAL,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,False,울산항
820,울산,2026,16,DSND9,퍼시픽 삼부,KR,대한민국,52,석유제품 운반선,03,적하,JPTSG,TAKASAGO,JPTSG,TAKASAGO,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,False,울산항
820,울산,2026,1,3E7104,HONG YANG 19,PA,파나마,39,일반화물선,02,양하,RUNJK,NAKHODKA,RUNJK,NAKHODKA,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타/불명,False,False,울산항
820,울산,2026,1,9V8000,퍼시픽 베이징,SG,싱가포르,41,풀컨테이너선,01,양적하,KRPUS,부산,KRPUS,부산,KRKAN,광양,CNNGB,NINGBO,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,기타/불명,False,True,울산항
820,울산,2026,42,212838,제8우진호,KR,대한민국,52,석유제품 운반선,02,양하,KRPUS,부산,KRPUS,부산,KRPUS,부산,KRPUS,부산,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,62,184803,진양1호,KR,대한민국,52,석유제품 운반선,03,적하,KRMAS,마산,KRMAS,마산,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,16,3E2119,CS HANA,PA,파나마,52,석유제품 운반선,03,적하,TWMLI,MAI-LIAO,TWMLI,MAI-LIAO,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,False,울산항
820,울산,2026,1,CQXC,CHEM SAIPH,PT,포르투갈,52,석유제품 운반선,03,적하,KRPTK,평택.당진,KRPTK,평택.당진,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,울산항
820,울산,2026,9,D8MS,엠에스땡스,KR,대한민국,55,LPG 운반선,03,적하,JPOIT,OITA,JPOIT,OITA,,,,,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,LPG선,True,False,울산항
300,대산,2026,12,D7TM,케이티에스 실버,KR,대한민국,53,케미칼 운반선,02,양하,KRYOC,여천항,KRYOC,여천항,KRPTK,평택.당진,KRPTK,평택.당진,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,목재선,False,True,온산항
300,대산,2026,42,088443,이에스 로즈,KR,대한민국,52,석유제품 운반선,03,적하,KRINC,인천,KRINC,인천,KRINC,인천,KRINC,인천,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,온산항
300,대산,2026,46,D7NF,두라 스타,KR,대한민국,52,석유제품 운반선,03,적하,KRPUS,부산,KRPUS,부산,KRPUS,부산,KRPUS,부산,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,True,온산항
300,대산,2026,7,DSRP5,레이디가스,KR,대한민국,55,LPG 운반선,03,적하,KRYOC,여천항,KRYOC,여천항,KRYOC,여천항,KRYOC,여천항,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,LPG선,True,True,온산항
300,대산,2026,15,912KG,케이티에스 골드,KR,대한민국,53,케미칼 운반선,03,적하,KRYOC,여천항,KRYOC,여천항,KRYOC,여천항,KRYOC,여천항,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,목재선,False,True,온산항
300,대산,2026,13,3E3422,GAS FAIRWAY,PA,파나마,55,LPG 운반선,03,적하,KRPTK,평택.당진,KRPTK,평택.당진,CNTNG,TIANJIN PT,CNTNG,TIANJIN PT,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,LPG선,True,True,온산항
300,대산,2026,2,DSQF5,성호 피오스호,KR,대한민국,52,석유제품 운반선,03,적하,CNNBG,NINGBO PT,CNNBG,NINGBO PT,CNDAG,DALIAN PT,CNDAG,DALIAN PT,PORTMIS,VsslEtrynd5_Info5,2026-06-23 23:13:26.861128+00:00,OK,False,화물/시멘트선,False,False,온산항
